"","SciName","family","m_index","movement_keyword","mean_pld","sd_pld","n_mean","mean_pld_family","sd_pld_family","n_mean_family","pld"
"1","Acanthurus sohal","Acanthuridae",2,"habitat_reef",NA,NA,NA,57.3303703703704,15.9485440573695,27,57.3303703703704
"2","Naso unicornis","Acanthuridae",2,"habitat_reef",73.9,0,1,57.3303703703704,15.9485440573695,27,73.9
"3","Acipenser transmontanus","Acipenseridae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"4","Albula vulpes","Albulidae",2,"habitat_lagoon",NA,NA,NA,NA,NA,NA,43.0493696758551
"5","Alopias superciliosus","Alopiidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"6","Alopias vulpinus","Alopiidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"7","Ammodytes personatus","Ammodytidae",2,"habitat_coastal",NA,NA,NA,159,NA,1,159
"8","Anarhichas denticulatus","Anarhichadidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"9","Anarhichas lupus","Anarhichadidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"10","Anoplopoma fimbria","Anoplopomatidae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"11","Aplodactylus punctatus","Aplodactylidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"12","Argentina silus","Argentinidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"13","Argentina sphyraena","Argentinidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"14","Glossanodon semifasciatus","Argentinidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"15","Bathyraja eatonii","Arhynchobatidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"16","Aristaeomorpha foliacea","Aristeidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"17","Aristeus antennatus","Aristeidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"18","Aristeus varidens","Aristeidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"19","Arripis georgianus","Arripidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"20","Arripis trutta","Arripidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"21","Atherina boyeri","Atherinidae",2,"habitat_coastal",NA,NA,NA,83,NA,1,83
"22","Odontesthes regia","Atherinidae",2,"habitat_coastal",NA,NA,NA,83,NA,1,83
"23","Menidia menidia","Atherinopsidae",2,"habitat_coastal",35,0,1,NA,NA,NA,35
"24","Amphichthys cryptocentrus","Batrachoididae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"25","Ablennes hians","Belonidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"26","Belone belone","Belonidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"27","Tylosurus crocodilus","Belonidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"28","Beryx decadactylus","Berycidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"29","Beryx splendens","Berycidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"30","Centroberyx affinis","Berycidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"31","Bothus pantherinus","Bothidae",2,"habitat_benthic",NA,NA,NA,32.55,1.62634559672906,2,32.55
"32","Cottoperca gobio","Bovichtidae",1,"territorial",NA,NA,NA,NA,NA,NA,43.0493696758551
"33","Brama brama","Bramidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"34","Taractichthys steindachneri","Bramidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"35","Bregmaceros mcclellandi","Bregmacerotidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"36","Buccinum undatum","Buccinidae",1,"sedentary",0,0,1,NA,NA,NA,0
"37","Callorhinchus callorynchus","Callorhinchidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"38","Callorhinchus milii","Callorhinchidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"39","Cancer borealis","Cancridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"40","Cancer irroratus","Cancridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"41","Cancer pagurus","Cancridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"42","Cancer productus","Cancridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"43","Capros aper","Caproidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"44","Alectis alexandrinus","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"45","Alepes djedaba","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"46","Atule mate","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"47","Carangoides bajad","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"48","Carangoides fulvoguttatus","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"49","Carangoides malabaricus","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"50","Caranx crysos","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"51","Caranx hippos","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"52","Caranx ignobilis","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"53","Caranx melampygus","Carangidae",2,"habitat_reef",57.6,0,1,12.72,25.0886827075476,5,57.6
"54","Caranx rhonchus","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"55","Caranx ruber","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"56","Caranx sexfasciatus","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"57","Chloroscombrus chrysurus","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"58","Chloroscombrus orqueta","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"59","Decapterus macrosoma","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"60","Decapterus maruadsi","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"61","Decapterus russelli","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"62","Elagatis bipinnulata","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"63","Gnathanodon speciosus","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"64","Lichia amia","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"65","Megalaspis cordyla","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"66","Naucrates ductor","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"67","Parastromateus niger","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"68","Parona signata","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"69","Pseudocaranx dentex","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"70","Scomberoides commersonnianus","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"71","Scomberoides lysan","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"72","Scomberoides tol","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"73","Selar crumenophthalmus","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"74","Selaroides leptolepis","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"75","Selene dorsalis","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"76","Selene peruviana","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"77","Selene setapinnis","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"78","Seriola dumerili","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"79","Seriola lalandi","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"80","Seriola rivoliana","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"81","Seriolina nigrofasciata","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"82","Trachinotus blochii","Carangidae",2,"habitat_reef",NA,NA,NA,12.72,25.0886827075476,5,12.72
"83","Trachinotus carolinus","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"84","Trachinotus mookalee","Carangidae",2,"habitat_coastal",NA,NA,NA,12.72,25.0886827075476,5,12.72
"85","Trachurus capensis","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"86","Trachurus declivis","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"87","Trachurus japonicus","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"88","Trachurus lathami","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"89","Trachurus mediterraneus","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"90","Trachurus murphyi","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"91","Trachurus symmetricus","Carangidae",3,"pelagic",1.5,0,1,12.72,25.0886827075476,5,1.5
"92","Trachurus trachurus","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"93","Trachurus trecae","Carangidae",3,"pelagic",NA,NA,NA,12.72,25.0886827075476,5,12.72
"94","Carcharhinus brachyurus","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"95","Carcharhinus falciformis","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"96","Carcharhinus limbatus","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"97","Carcharhinus longimanus","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"98","Carcharhinus sorrah","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"99","Galeocerdo cuvier","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"100","Prionace glauca","Carcharhinidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"101","Cerastoderma edule","Cardiidae",1,"sedentary",NA,NA,NA,9,1.11803398874989,5,9
"102","Spicara maena","Centracanthidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"103","Centriscops humerosus","Centriscidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"104","Hyperoglyphe antarctica","Centrolophidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"105","Hyperoglyphe bythites","Centrolophidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"106","Psenopsis anomala","Centrolophidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"107","Seriolella brama","Centrolophidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"108","Seriolella caerulea","Centrolophidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"109","Seriolella porosa","Centrolophidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"110","Seriolella punctata","Centrolophidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"111","Centrophorus granulosus","Centrophoridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"112","Centrophorus squamosus","Centrophoridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"113","Centropomus undecimalis","Centropomidae",2,"habitat_coastal",NA,NA,NA,36.8825,24.6112621578008,4,36.8825
"114","Cepola macrophthalma","Cepolidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"115","Chanos chanos","Chanidae",2,"habitat_reef",40.282,10.7791984859729,5,NA,NA,NA,40.282
"116","Champsocephalus gunnari","Channichthyidae",2,"habitat_coastal",NA,NA,NA,547,NA,1,547
"117","Channichthys rhinoceratus","Channichthyidae",2,"habitat_coastal",NA,NA,NA,547,NA,1,547
"118","Cheilodactylus variegatus","Cheilodactylidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"119","Nemadactylus macropterus","Cheilodactylidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"120","Chimaera monstrosa","Chimaeridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"121","Hydrolagus novaezealandiae","Chimaeridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"122","Chirocentrus dorab","Chirocentridae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"123","Chirocentrus nudus","Chirocentridae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"124","Alosa fallax","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"125","Alosa pseudoharengus","Clupeidae",2,"habitat_coastal",5.48428571428571,4.35297544653025,7,24.973488372093,36.0496626286123,43,5.48428571428571
"126","Alosa sapidissima","Clupeidae",3,"pelagic",7.92857142857143,6.03067555246074,7,24.973488372093,36.0496626286123,43,7.92857142857143
"127","Amblygaster sirm","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"128","Anodontostoma chacunda","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"129","Brevoortia aurea","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"130","Brevoortia patronus","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"131","Brevoortia tyrannus","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"132","Clupanodon thrissa","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"133","Clupea harengus","Clupeidae",3,"migratory",160,0,1,24.973488372093,36.0496626286123,43,160
"134","Clupea pallasii","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"135","Clupeonella cultriventris","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"136","Ethmalosa fimbriata","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"137","Ethmidium maculatum","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"138","Hilsa kelee","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"139","Konosirus punctatus","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"140","Nematalosa nasus","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"141","Opisthonema libertate","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"142","Opisthonema oglinum","Clupeidae",2,"habitat_coastal",0,0,1,24.973488372093,36.0496626286123,43,0
"143","Sardina pilchardus","Clupeidae",3,"pelagic",40,0,1,24.973488372093,36.0496626286123,43,40
"144","Sardinella aurita","Clupeidae",2,"habitat_coastal",0,0,1,24.973488372093,36.0496626286123,43,0
"145","Sardinella brasiliensis","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"146","Sardinella gibbosa","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"147","Sardinella lemuru","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"148","Sardinella longiceps","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"149","Sardinella maderensis","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"150","Sardinella zunasi","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"151","Sardinops sagax","Clupeidae",3,"migratory",46.4875,0.866386172558174,4,24.973488372093,36.0496626286123,43,46.4875
"152","Sprattus fuegensis","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"153","Sprattus sprattus","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"154","Tenualosa ilisha","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"155","Tenualosa toli","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"156","Conger conger","Congridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"157","Conger myriaster","Congridae",1,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"158","Conger oceanicus","Congridae",1,"territorial",NA,NA,NA,NA,NA,NA,43.0493696758551
"159","Coryphaena hippurus","Coryphaenidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"160","Scorpaenichthys marmoratus","Cottidae",2,"habitat_benthic",NA,NA,NA,42,NA,1,42
"161","Cyclopterus lumpus","Cyclopteridae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"162","Cyttus traversi","Cyttidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"163","Dactylopterus volitans","Dactylopteridae",2,"habitat_coastal",24,0,1,NA,NA,NA,24
"164","Dalatias licha","Dalatiidae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"165","Dasyatis americana","Dasyatidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"166","Dasyatis pastinaca","Dasyatidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"167","Himantura gerrardi","Dasyatidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"168","Tragulichthys jaculiferus","Diodontidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"169","Drepane africana","Drepaneidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"170","Drepane punctata","Drepaneidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"171","Dussumieria acuta","Dussumieriidae",2,"habitat_coastal",NA,NA,NA,2.8,1.89743686763662,4,2.8
"172","Dussumieria elopsoides","Dussumieriidae",2,"habitat_coastal",NA,NA,NA,2.8,1.89743686763662,4,2.8
"173","Etrumeus whiteheadi","Dussumieriidae",2,"habitat_coastal",NA,NA,NA,2.8,1.89743686763662,4,2.8
"174","Eledone cirrhosa","Eledonidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"175","Eleginops maclovinus","Eleginopsidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"176","Elops lacerta","Elopidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"177","Elops saurus","Elopidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"178","Plagiogeneion rubiginosum","Emmelichthyidae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"179","Anchoa nasus","Engraulidae",2,"habitat_coastal",NA,NA,NA,47.4545454545455,17.8514068709647,11,47.4545454545455
"180","Cetengraulis edentulus","Engraulidae",2,"habitat_coastal",NA,NA,NA,47.4545454545455,17.8514068709647,11,47.4545454545455
"181","Cetengraulis mysticetus","Engraulidae",2,"habitat_coastal",NA,NA,NA,47.4545454545455,17.8514068709647,11,47.4545454545455
"182","Encrasicholina punctifer","Engraulidae",3,"pelagic",NA,NA,NA,47.4545454545455,17.8514068709647,11,47.4545454545455
"183","Engraulis anchoita","Engraulidae",3,"migratory",NA,NA,NA,47.4545454545455,17.8514068709647,11,47.4545454545455
"184","Engraulis encrasicolus","Engraulidae",3,"migratory",37,0,1,47.4545454545455,17.8514068709647,11,37
"185","Engraulis japonicus","Engraulidae",3,"pelagic",47,0,1,47.4545454545455,17.8514068709647,11,47
"186","Engraulis mordax","Engraulidae",3,"pelagic",32.5,3.53553390593274,2,47.4545454545455,17.8514068709647,11,32.5
"187","Engraulis ringens","Engraulidae",3,"pelagic",74,0,1,47.4545454545455,17.8514068709647,11,74
"188","Epigonus telescopus","Epigonidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"189","Etmopterus spinax","Etmopteridae",2,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"190","Fistularia corneta","Fistulariidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"191","Boreogadus saida","Gadidae",3,"migratory",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"192","Eleginus gracilis","Gadidae",2,"habitat_coastal",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"193","Gadiculus argenteus","Gadidae",2,"habitat_deep",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"194","Gadus macrocephalus","Gadidae",2,"habitat_deep",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"195","Gadus morhua","Gadidae",3,"migratory",125.125,9.75,4,100.666666666667,53.9473122592776,9,125.125
"196","Gadus ogac","Gadidae",2,"habitat_coastal",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"197","Melanogrammus aeglefinus","Gadidae",3,"migratory",141,1.4142135623731,2,100.666666666667,53.9473122592776,9,141
"198","Merlangius merlangus","Gadidae",3,"migratory",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"199","Microgadus tomcod","Gadidae",2,"habitat_coastal",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"200","Micromesistius australis","Gadidae",3,"migratory",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"201","Micromesistius poutassou","Gadidae",3,"migratory",7.75,5.30330085889911,2,100.666666666667,53.9473122592776,9,7.75
"202","Pollachius pollachius","Gadidae",3,"habitat_coastal",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
