"","SciName","family","m_index","movement_keyword","mean_pld","sd_pld","n_mean","mean_pld_family","sd_pld_family","n_mean_family","pld"
"608","Sebastes elongatus","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"609","Sebastes entomelas","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"610","Sebastes flavidus","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"611","Sebastes goodei","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"612","Sebastes jordani","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"613","Sebastes melanops","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"614","Sebastes melanostomus","Sebastidae",2,"habitat_deep",NA,NA,NA,78,12.5499003980111,5,78
"615","Sebastes mystinus","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"616","Sebastes paucispinis","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"617","Sebastes pinniger","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"618","Sebastes polyspinis","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"619","Sebastes ruberrimus","Sebastidae",2,"habitat_reef",NA,NA,NA,78,12.5499003980111,5,78
"620","Sebastes rufus","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"621","Sebastes variabilis","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"622","Sebastolobus alascanus","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"623","Sebastolobus altivelis","Sebastidae",2,"habitat_deep",NA,NA,NA,78,12.5499003980111,5,78
"624","Sepia officinalis","Sepiidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"625","Acetes erythraeus","Sergestidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"626","Acetes japonicus","Sergestidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"627","Acanthistius brasilianus","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"628","Aethaloperca rogaa","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"629","Caprodon longimanus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"630","Centropristis striata","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"631","Cephalopholis argus","Serranidae",2,"habitat_reef",27.5,0,1,30.1071428571429,8.96741659785919,14,27.5
"632","Cephalopholis boenak","Serranidae",2,"habitat_reef",31,0,1,30.1071428571429,8.96741659785919,14,31
"633","Cephalopholis fulva","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"634","Cephalopholis hemistiktos","Serranidae",1,"territorial",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"635","Cephalopholis miniata","Serranidae",1,"territorial",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"636","Cromileptes altivelis","Serranidae",2,"habitat_reef",24,0,1,30.1071428571429,8.96741659785919,14,24
"637","Epinephelus aeneus","Serranidae",3,"migratory",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"638","Epinephelus areolatus","Serranidae",2,"habitat_coastal",18,0,1,30.1071428571429,8.96741659785919,14,18
"639","Epinephelus chlorostigma","Serranidae",2,"habitat_coastal",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"640","Epinephelus fuscoguttatus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"641","Epinephelus goreensis","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"642","Epinephelus marginatus","Serranidae",1,"territorial",24.6,0,1,30.1071428571429,8.96741659785919,14,24.6
"643","Epinephelus merra","Serranidae",2,"habitat_reef",34.3,6.64680374315355,2,30.1071428571429,8.96741659785919,14,34.3
"644","Epinephelus morio","Serranidae",2,"habitat_benthic",40,0,2,30.1071428571429,8.96741659785919,14,40
"645","Epinephelus morrhua","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"646","Epinephelus multinotatus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"647","Epinephelus polylepis","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"648","Epinephelus striatus","Serranidae",2,"habitat_reef",42,0,1,30.1071428571429,8.96741659785919,14,42
"649","Epinephelus summana","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"650","Epinephelus tauvina","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"651","Lepidoperca pulchella","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"652","Mycteroperca microlepis","Serranidae",2,"habitat_reef",43,0,1,30.1071428571429,8.96741659785919,14,43
"653","Mycteroperca phenax","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"654","Paralabrax humeralis","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"655","Plectropomus areolatus","Serranidae",2,"migratory",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"656","Plectropomus leopardus","Serranidae",2,"habitat_reef",25.2,0,1,30.1071428571429,8.96741659785919,14,25.2
"657","Plectropomus pessuliferus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"658","Serranus cabrilla","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"659","Variola louti","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"660","Sicyonia brevirostris","Sicyoniidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"661","Sicyonia ingentis","Sicyoniidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"662","Sillago sihama","Sillaginidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"663","Austroglossus microlepis","Soleidae",2,"habitat_benthic",NA,NA,NA,45,0,2,45
"664","Austroglossus pectoralis","Soleidae",2,"habitat_benthic",NA,NA,NA,45,0,2,45
"665","Dicologlossa cuneata","Soleidae",2,"habitat_benthic",NA,NA,NA,45,0,2,45
"666","Solea senegalensis","Soleidae",2,"habitat_benthic",NA,NA,NA,45,0,2,45
"667","Solea solea","Soleidae",2,"habitat_benthic",45,0,1,45,0,2,45
"668","Haliporoides diomedeae","Solenoceridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"669","Haliporoides triarthrus","Solenoceridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"670","Pleoticus muelleri","Solenoceridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"671","Acanthopagrus berda","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"672","Acanthopagrus bifasciatus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"673","Acanthopagrus latus","Sparidae",2,"habitat_coastal",33.7,0,1,26.941875,14.3159809158623,16,33.7
"674","Archosargus probatocephalus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"675","Argyrops spinifer","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"676","Argyrozona argyrozona","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"677","Boops boops","Sparidae",3,"pelagic",16.8,0.141421356237309,2,26.941875,14.3159809158623,16,16.8
"678","Cheimerius nufar","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"679","Crenidens crenidens","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"680","Cymatoceps nasutus","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"681","Dentex angolensis","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"682","Dentex congoensis","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"683","Dentex dentex","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"684","Dentex macrophthalmus","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"685","Diplodus annularis","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"686","Diplodus sargus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"687","Diplodus vulgaris","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"688","Lithognathus mormyrus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"689","Oblada melanura","Sparidae",2,"habitat_reef",16,0,1,26.941875,14.3159809158623,16,16
"690","Pagellus acarne","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"691","Pagellus bellottii","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"692","Pagellus bogaraveo","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"693","Pagellus erythrinus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"694","Pagrus auratus","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"695","Pagrus major","Sparidae",2,"habitat_reef",47,0,1,26.941875,14.3159809158623,16,47
"696","Pagrus pagrus","Sparidae",2,"habitat_reef",38,0,1,26.941875,14.3159809158623,16,38
"697","Petrus rupestris","Sparidae",3,"migratory",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"698","Pterogymnus laniarius","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"699","Rhabdosargus globiceps","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"700","Rhabdosargus haffara","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"701","Sarpa salpa","Sparidae",2,"habitat_reef",31.6,0.141421356237309,2,26.941875,14.3159809158623,16,31.6
"702","Sparidentex hasta","Sparidae",2,"habitat_reef",1.66,0,1,26.941875,14.3159809158623,16,1.66
"703","Sparus aurata","Sparidae",2,"habitat_reef",52,0,1,26.941875,14.3159809158623,16,52
"704","Spondyliosoma cantharus","Sparidae",2,"habitat_reef",34.775,1.52027957955108,2,26.941875,14.3159809158623,16,34.775
"705","Stenotomus chrysops","Sparidae",2,"habitat_reef",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"706","Sphyraena barracuda","Sphyraenidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"707","Sphyraena jello","Sphyraenidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"708","Sphyraena obtusata","Sphyraenidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"709","Sphyraena sphyraena","Sphyraenidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"710","Sphyrna lewini","Sphyrnidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"711","Sphyrna zygaena","Sphyrnidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"712","Squalus acanthias","Squalidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"713","Squalus suckleyi","Squalidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"714","Squatina argentina","Squatinidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"715","Squatina californica","Squatinidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"716","Squilla mantis","Squillidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"717","Pampus argenteus","Stromateidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"718","Peprilus paru","Stromateidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"719","Peprilus triacanthus","Stromateidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"720","Stromateus brasiliensis","Stromateidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"721","Stromateus fiatola","Stromateidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"722","Diastobranchus capensis","Synaphobranchidae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"723","Harpadon nehereus","Synodontidae",2,"habitat_benthic",NA,NA,NA,30.5,16.2634559672906,2,30.5
"724","Saurida tumbil","Synodontidae",2,"habitat_benthic",NA,NA,NA,30.5,16.2634559672906,2,30.5
"725","Saurida undosquamis","Synodontidae",2,"habitat_benthic",NA,NA,NA,30.5,16.2634559672906,2,30.5
"726","Pelates quadrilineatus","Terapontidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"727","Hoplostethus atlanticus","Trachichthyidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"728","Trachinus draco","Trachinidae",2,"habitat_benthic",12.9,0,1,NA,NA,NA,12.9
"729","Trachipterus arcticus","Trachipteridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"730","Galeorhinus galeus","Triakidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"731","Mustelus antarcticus","Triakidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"732","Mustelus asterias","Triakidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"733","Mustelus lenticulatus","Triakidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"734","Mustelus mustelus","Triakidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"735","Mustelus schmitti","Triakidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"736","Aphanopus carbo","Trichiuridae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"737","Lepidopus caudatus","Trichiuridae",2,"habitat_deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"738","Trichiurus lepturus","Trichiuridae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"739","Arctoscopus japonicus","Trichodontidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"740","Chelidonichthys capensis","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"741","Chelidonichthys kumu","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"742","Chelidonichthys lucerna","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"743","Eutrigla gurnardus","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"744","Pterygotrigla polyommata","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"745","Turbo cornutus","Turbinidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"746","Kathetostoma giganteum","Uranoscopidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"747","Uranoscopus scaber","Uranoscopidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"748","Chamelea gallina","Veneridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"749","Mercenaria mercenaria","Veneridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"750","Ruditapes decussatus","Veneridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"751","Ruditapes philippinarum","Veneridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"752","Tivela mactroides","Veneridae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"753","Xiphias gladius","Xiphiidae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"754","Zenopsis conchifer","Zeidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"755","Zeus faber","Zeidae",2,"habitat_reef",NA,NA,NA,NA,NA,NA,43.0493696758551
"756","Zoarces viviparus","Zoarcidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"757","Trachysalambria curvirostris","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"758","Litopenaeus setiferus","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"759","Doryteuthis opalescens","Loliginidae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"760","Doryteuthis gahi","Loliginidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"761","Larimichthys crocea","Sciaenidae",2,"habitat_coastal",NA,NA,NA,20.875,1.65201896679992,4,20.875
"762","Liza haematocheila","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"763","Tegillarca granosa","Arcidae",1,"sedentary",NA,NA,NA,NA,NA,NA,43.0493696758551
"764","Fenneropenaeus chinensis","Penaeidae",3,"migratory",NA,NA,NA,14,0,2,14
"765","Fenneropenaeus merguiensis","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"766","Sebastes norvegicus","Sebastidae",2,"habitat_benthic",NA,NA,NA,78,12.5499003980111,5,78
"767","Metacarcinus magister","Cancridae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"768","Doryteuthis pealeii","Loliginidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"769","Pleuronectes quadrituberculatus","Pleuronectidae",2,"habitat_benthic",NA,NA,NA,93.5,9.19238815542512,2,93.5
"770","Pseudopleuronectes herzensteini","Pleuronectidae",2,"habitat_benthic",NA,NA,NA,93.5,9.19238815542512,2,93.5
"771","Farfantepenaeus notialis","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"772","Farfantepenaeus aztecus","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"773","Scophthalmus maximus","Scophthalmidae",2,"habitat_benthic",45.0081818181818,1.93501327221194,11,45.0081818181818,1.93501327221194,11,45.0081818181818
"774","Kajikia audax","Istiophoridae",3,"pelagic",NA,NA,NA,NA,NA,NA,43.0493696758551
"775","Nemadactylus bergi","Cheilodactylidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"776","Leucoraja naevus","Rajidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"777","Farfantepenaeus duorarum","Penaeidae",3,"pelagic",NA,NA,NA,14,0,2,14
"778","Istiompax indica","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"779","Melicertus kerathurus","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"780","Farfantepenaeus californiensis","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"781","Farfantepenaeus brevirostris","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"782","Lithodes aequispinus","Lithodidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"783","Eleginus nawaga","Gadidae",2,"habitat_coastal",NA,NA,NA,100.666666666667,53.9473122592776,9,100.666666666667
"784","Melicertus latisulcatus","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"785","Parophrys vetulus","Pleuronectidae",3,"migratory",NA,NA,NA,93.5,9.19238815542512,2,93.5
"786","Amblyraja radiata","Rajidae",3,"migratory",NA,NA,NA,NA,NA,NA,43.0493696758551
"787","Chelidonichthys cuculus","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"788","Moolgarda seheli","Mugilidae",2,"habitat_coastal",NA,NA,NA,45.1025,0.0818026079453879,4,45.1025
"789","Kajikia albida","Istiophoridae",3,"hms",NA,NA,NA,NA,NA,NA,43.0493696758551
"790","Litopenaeus occidentalis","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"791","Zenopsis nebulosa","Zeidae",3,"deep",NA,NA,NA,NA,NA,NA,43.0493696758551
"792","Netuma thalassinus","Ariidae",2,"habitat_coastal",NA,NA,NA,NA,NA,NA,43.0493696758551
"793","Litopenaeus vannamei","Penaeidae",2,"habitat_benthic",NA,NA,NA,14,0,2,14
"794","Meuschenia scaber","Monacanthidae",2,"habitat_coastal",NA,NA,NA,28.45,9.5430603057929,4,28.45
"795","Dipturus batis","Rajidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"796","Alosa immaculata","Clupeidae",3,"migratory",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"797","Conger orbignianus","Congridae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"798","Acanthopagrus schlegelii","Sparidae",2,"habitat_coastal",NA,NA,NA,26.941875,14.3159809158623,16,26.941875
"799","Pegusa lascaris","Soleidae",2,"habitat_benthic",NA,NA,NA,45,0,2,45
"800","Leucoraja circularis","Rajidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"801","Balistes capriscus","Balistidae",2,"habitat_reef",NA,NA,NA,55.4125,16.2121151788232,8,55.4125
"802","Hyporthodus flavolimbatus","Serranidae",2,"habitat_benthic",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"803","Dipturus oxyrinchus","Rajidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"804","Leucoraja fullonica","Rajidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"805","Hyporthodus niveatus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"806","Pentaceros richardsoni","Pentacerotidae",2,"habitat_benthic",NA,NA,NA,NA,NA,NA,43.0493696758551
"807","Trigloporus lastoviza","Triglidae",2,"habitat_benthic",NA,NA,NA,19.05,0.0707106781186558,2,19.05
"808","Herklotsichthys quadrimaculatus","Clupeidae",2,"habitat_coastal",NA,NA,NA,24.973488372093,36.0496626286123,43,24.973488372093
"809","Lepidonotothen squamifrons","Nototheniidae",2,"habitat_benthic",NA,NA,NA,333.5,301.934595566656,2,333.5
"810","Hyporthodus nigritus","Serranidae",2,"habitat_reef",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
"811","Hyporthodus mystacinus","Serranidae",2,"habitat_deep",NA,NA,NA,30.1071428571429,8.96741659785919,14,30.1071428571429
