"","SciName","PLD","database","Family","part_of_stock_list"
"899","Zebrasoma veliferum",35.75,"Fontoura et al. 2022","Acanthuridae",FALSE
"900","Balistapus undulatus",51.3,"Fontoura et al. 2022","Balistidae",FALSE
"901","Balistes vetula",75,"Fontoura et al. 2022","Balistidae",FALSE
"902","Balistoides conspicillum",36,"Fontoura et al. 2022","Balistidae",FALSE
"903","PSeudobalistes flavimarginatus",44.5,"Fontoura et al. 2022","Balistidae",FALSE
"904","Rhineacanthus aculeatus",45,"Fontoura et al. 2022","Balistidae",FALSE
"905","Rhinecanthus rectangulus",43.5,"Fontoura et al. 2022","Balistidae",FALSE
"906","Chaetodon auriga",44.27,"Fontoura et al. 2022","Chaetodontidae",FALSE
"907","Chaetodon baronessa",35.5,"Fontoura et al. 2022","Chaetodontidae",FALSE
"908","Chaetodon capistratus",38,"Fontoura et al. 2022","Chaetodontidae",FALSE
"909","Chaetodon citrinellus",50.5,"Fontoura et al. 2022","Chaetodontidae",FALSE
"910","Chaetodon collare",43,"Fontoura et al. 2022","Chaetodontidae",FALSE
"911","Chaetodon ephippium",38.5,"Fontoura et al. 2022","Chaetodontidae",FALSE
"912","Chaetodon flavirostris",47.27,"Fontoura et al. 2022","Chaetodontidae",FALSE
"913","Chaetodon kleinii",56,"Fontoura et al. 2022","Chaetodontidae",FALSE
"914","Chaetodon lineolatus",54,"Fontoura et al. 2022","Chaetodontidae",FALSE
"915","Chaetodon lunula",43,"Fontoura et al. 2022","Chaetodontidae",FALSE
"916","Chaetodon lunulatus",39.3,"Fontoura et al. 2022","Chaetodontidae",FALSE
"917","Chaetodon miliaris",60,"Fontoura et al. 2022","Chaetodontidae",FALSE
"918","Chaetodon ocellatus",35.5,"Fontoura et al. 2022","Chaetodontidae",FALSE
"919","Chaetodon ornatissimus",62.5,"Fontoura et al. 2022","Chaetodontidae",FALSE
"920","Chaetodon plebeius",44,"Fontoura et al. 2022","Chaetodontidae",FALSE
"921","Chaetodon rainfordi",31.4,"Fontoura et al. 2022","Chaetodontidae",FALSE
"922","Chaetodon sedentarius",52,"Fontoura et al. 2022","Chaetodontidae",FALSE
"923","Chaetodon speculum",44.7,"Fontoura et al. 2022","Chaetodontidae",FALSE
"924","Chaetodon striatus",49,"Fontoura et al. 2022","Chaetodontidae",FALSE
"925","Chaetodon trifascialis",35.7,"Fontoura et al. 2022","Chaetodontidae",FALSE
"926","Chaetodon ulietensis",41,"Fontoura et al. 2022","Chaetodontidae",FALSE
"927","Chaetodon unimaculatus",35,"Fontoura et al. 2022","Chaetodontidae",FALSE
"928","Chaetodon vagabundus",42.26,"Fontoura et al. 2022","Chaetodontidae",FALSE
"929","Chelmon rostratus",26.25,"Fontoura et al. 2022","Chaetodontidae",FALSE
"930","Forcipiger flavissimus",50.7,"Fontoura et al. 2022","Chaetodontidae",FALSE
"931","Heniochus acuminatus",40.83,"Fontoura et al. 2022","Chaetodontidae",FALSE
"932","Heniochus chrysostomus",32.7,"Fontoura et al. 2022","Chaetodontidae",FALSE
"933","Heniochus diphreutes",32,"Fontoura et al. 2022","Chaetodontidae",FALSE
"934","Cirrhitichthys oxycephalus",51,"Fontoura et al. 2022","Cirrhitidae",FALSE
"935","Neocirrhites armatus",48,"Fontoura et al. 2022","Cirrhitidae",FALSE
"936","Oxycirrhites typus",69,"Fontoura et al. 2022","Cirrhitidae",FALSE
"937","Paracirrhites arcatus",49.7,"Fontoura et al. 2022","Cirrhitidae",FALSE
"938","Dactyloptena orientalis",43.4,"Fontoura et al. 2022","Dactylopteridae",FALSE
"939","Dactylopterus volitans",24,"Fontoura et al. 2022","Dactylopteridae",TRUE
"940","Cephalopholis argus",27.5,"Fontoura et al. 2022","Epinephelidae",TRUE
"941","Cephalopholis boenak",31,"Fontoura et al. 2022","Epinephelidae",TRUE
"942","Cephalopholis urodeta",24.3,"Fontoura et al. 2022","Epinephelidae",FALSE
"943","Cromileptes altivelis",24,"Fontoura et al. 2022","Epinephelidae",TRUE
"944","Epinephelus akaara",30,"Fontoura et al. 2022","Epinephelidae",FALSE
"945","Epinephelus areolatus",18,"Fontoura et al. 2022","Epinephelidae",TRUE
"946","Epinephelus hexagonatus",24.7,"Fontoura et al. 2022","Epinephelidae",FALSE
"947","Epinephelus merra",29.6,"Fontoura et al. 2022","Serranidae",TRUE
"948","Plectropomus maculatus",27,"Fontoura et al. 2022","Epinephelidae",FALSE
"949","Anisotremus surinamensis",19.5,"Fontoura et al. 2022","Haemulidae",FALSE
"950","Anisotremus virginicus",16.95,"Fontoura et al. 2022","Haemulidae",FALSE
"951","Haemulon aurolineatum",19.3,"Fontoura et al. 2022","Haemulidae",FALSE
"952","Haemulon chrysargyreum",22,"Fontoura et al. 2022","Haemulidae",FALSE
"953","Haemulon flavolineatum",17,"Fontoura et al. 2022","Haemulidae",FALSE
"954","Haemulon melanurum",18.4,"Fontoura et al. 2022","Haemulidae",FALSE
"955","Haemulon parra",17.3,"Fontoura et al. 2022","Haemulidae",FALSE
"956","Haemulon plumierii",22.6,"Fontoura et al. 2022","Haemulidae",TRUE
"957","Haemulon striatum",21.125,"Fontoura et al. 2022","Haemulidae",FALSE
"958","Holocentrus adscensionis",55.6,"Fontoura et al. 2022","Holocentridae",FALSE
"959","Holocentrus rufus",44.1,"Fontoura et al. 2022","Holocentridae",FALSE
"960","Myripristis jacobus",53.8,"Fontoura et al. 2022","Holocentridae",FALSE
"961","Myripristis pralinia",67,"Fontoura et al. 2022","Holocentridae",FALSE
"962","Neoniphon argenteus",41,"Fontoura et al. 2022","Holocentridae",FALSE
"963","Neoniphon marianus",39.3,"Fontoura et al. 2022","Holocentridae",FALSE
"964","Neoniphon sammara",47,"Fontoura et al. 2022","Holocentridae",FALSE
"965","Plectrypops retrospinis",43.6,"Fontoura et al. 2022","Holocentridae",FALSE
"966","Sargocentron coruscum",35.5,"Fontoura et al. 2022","Holocentridae",FALSE
"967","Sargocentron microstoma",40.3,"Fontoura et al. 2022","Holocentridae",FALSE
"968","Sargocentron punctatissimum",45,"Fontoura et al. 2022","Holocentridae",FALSE
"969","Sargocentron spiniferum",39.8,"Fontoura et al. 2022","Holocentridae",TRUE
"970","Sargocentron vexillarium",35.9,"Fontoura et al. 2022","Holocentridae",FALSE
"971","Anampses caeruleopunctatus",25,"Fontoura et al. 2022","Labridae",FALSE
"972","Anampses chrysocephalus",29.5,"Fontoura et al. 2022","Labridae",FALSE
"973","Anampses cuvier",44.5,"Fontoura et al. 2022","Labridae",FALSE
"974","Anampses twistii",28.8,"Fontoura et al. 2022","Labridae",FALSE
"975","Bodianus axillaris",23.5,"Fontoura et al. 2022","Labridae",FALSE
"976","Bodianus bilunulatus",66.8,"Fontoura et al. 2022","Labridae",FALSE
"977","Bodianus diplotaenia",39.85,"Fontoura et al. 2022","Labridae",FALSE
"978","Bodianus eclancheri",32.3,"Fontoura et al. 2022","Labridae",FALSE
"979","Bodianus mesothorax",30.3,"Fontoura et al. 2022","Labridae",FALSE
"980","Bodianus perditio",59.6,"Fontoura et al. 2022","Labridae",FALSE
"981","Bodianus rufus",36.6,"Fontoura et al. 2022","Labridae",FALSE
"982","Bolbometopon muricatum",31,"Fontoura et al. 2022","Labridae",TRUE
"983","Cheilinus chlorourus",27.1,"Fontoura et al. 2022","Labridae",FALSE
"984","Cheilinus fasciatus",25.7,"Fontoura et al. 2022","Labridae",FALSE
"985","Cheilinus trilobatus",29.6,"Fontoura et al. 2022","Labridae",FALSE
"986","Cheilinus undulatus",34.3,"Fontoura et al. 2022","Labridae",TRUE
"987","Cheilio inermis",56.1,"Fontoura et al. 2022","Labridae",FALSE
"988","Choerodon anchorago",19.3,"Fontoura et al. 2022","Labridae",FALSE
"989","Choerodon fasciatus",20,"Fontoura et al. 2022","Labridae",FALSE
"990","Choerodon graphicus",27,"Fontoura et al. 2022","Labridae",FALSE
"991","Cirrhilabrus cyanopleura",25.55,"Fontoura et al. 2022","Labridae",FALSE
"992","Cirrhilabrus scottorum",27,"Fontoura et al. 2022","Labridae",FALSE
"993","Cirrhilabrus temminkii",27.3,"Fontoura et al. 2022","Labridae",FALSE
"994","Clepticus parrae",38.5,"Fontoura et al. 2022","Labridae",FALSE
"995","Coris aygula",51.5,"Fontoura et al. 2022","Labridae",FALSE
"996","Coris batuensis",27.55,"Fontoura et al. 2022","Labridae",FALSE
"997","Coris flavovittata",53,"Fontoura et al. 2022","Labridae",FALSE
"998","Coris gaimard",45.76,"Fontoura et al. 2022","Labridae",FALSE
"999","Coris picta",46.2,"Fontoura et al. 2022","Labridae",FALSE
"1000","Coris venusta",46.1,"Fontoura et al. 2022","Labridae",FALSE
"1001","Cymolutes lecluse",75.9,"Fontoura et al. 2022","Labridae",FALSE
"1002","Cymolutes praetextatus",71,"Fontoura et al. 2022","Labridae",FALSE
"1003","Diproctacanthus xanthurus",17.3,"Fontoura et al. 2022","Labridae",FALSE
"1004","Doratonotus megalepis",21.9,"Fontoura et al. 2022","Labridae",FALSE
"1005","Epibulus insidiator",30.4,"Fontoura et al. 2022","Labridae",FALSE
"1006","Gomphosus varius",56.6,"Fontoura et al. 2022","Labridae",FALSE
"1007","Halichoeres adustus",33,"Fontoura et al. 2022","Labridae",FALSE
"1008","Halichoeres argus",25,"Fontoura et al. 2022","Labridae",FALSE
"1009","Halichoeres biocellatus",24.26,"Fontoura et al. 2022","Labridae",FALSE
"1010","Halichoeres bivittatus",22.3,"Fontoura et al. 2022","Labridae",FALSE
"1011","Halichoeres chierchiae",31.3,"Fontoura et al. 2022","Labridae",FALSE
"1012","Halichoeres chloropterus",21.1,"Fontoura et al. 2022","Labridae",FALSE
"1013","Halichoeres chrysus",26.1,"Fontoura et al. 2022","Labridae",FALSE
"1014","Halichoeres discolor",32,"Fontoura et al. 2022","Labridae",FALSE
"1015","Halichoeres dispilus",40.25,"Fontoura et al. 2022","Labridae",FALSE
"1016","Halichoeres garnoti",24.9,"Fontoura et al. 2022","Labridae",FALSE
"1017","Halichoeres hortulanus",32.5,"Fontoura et al. 2022","Labridae",FALSE
"1018","Halichoeres insularis",35.5,"Fontoura et al. 2022","Labridae",FALSE
"1019","Halichoeres maculipinna",29.5,"Fontoura et al. 2022","Labridae",FALSE
"1020","Halichoeres margaritaceus",21.7,"Fontoura et al. 2022","Labridae",FALSE
"1021","Halichoeres marginatus",22.2,"Fontoura et al. 2022","Labridae",FALSE
"1022","Halichoeres melanotis",35.7,"Fontoura et al. 2022","Labridae",FALSE
"1023","Halichoeres melanurus",24.53,"Fontoura et al. 2022","Labridae",FALSE
"1024","Halichoeres nebulosus",23.9,"Fontoura et al. 2022","Labridae",FALSE
"1025","Halichoeres nicholsi",31.4,"Fontoura et al. 2022","Labridae",FALSE
"1026","Halichoeres notospilus",37.7,"Fontoura et al. 2022","Labridae",FALSE
"1027","Halichoeres ornatissimus",39.5,"Fontoura et al. 2022","Labridae",FALSE
"1028","Halichoeres pictus",24.9,"Fontoura et al. 2022","Labridae",FALSE
"1029","Halichoeres poeyi",24.1,"Fontoura et al. 2022","Labridae",FALSE
"1030","Halichoeres prosopeion",21.2,"Fontoura et al. 2022","Labridae",FALSE
"1031","Halichoeres radiatus",24.55,"Fontoura et al. 2022","Labridae",FALSE
"1032","Halichoeres richmondi",20.8,"Fontoura et al. 2022","Labridae",FALSE
"1033","Halichoeres scapularis",24.4,"Fontoura et al. 2022","Labridae",FALSE
"1034","Halichoeres semicintus",29.9,"Fontoura et al. 2022","Labridae",FALSE
"1035","Halichoeres trimaculatus",26.8,"Fontoura et al. 2022","Labridae",FALSE
"1036","Hemigymnus fasciatus",25.8,"Fontoura et al. 2022","Labridae",FALSE
"1037","Hemigymnus melapterus",23.9,"Fontoura et al. 2022","Labridae",FALSE
"1038","Iniistius pavo",60.16,"Fontoura et al. 2022","Labridae",FALSE
"1039","Labrichthys unilineatus",19.2,"Fontoura et al. 2022","Labridae",FALSE
"1040","Labroides bicolor",24.25,"Fontoura et al. 2022","Labridae",FALSE
"1041","Labroides dimidiatus",23.16,"Fontoura et al. 2022","Labridae",FALSE
"1042","Labroides pectoralis",26.8,"Fontoura et al. 2022","Labridae",FALSE
"1043","Labroides phthirophagus",32.1,"Fontoura et al. 2022","Labridae",FALSE
"1044","Labropsis micronesica",22,"Fontoura et al. 2022","Labridae",FALSE
"1045","Labropsis xanthonota",30.5,"Fontoura et al. 2022","Labridae",FALSE
"1046","Macropharyngodon geoffroy",32.3,"Fontoura et al. 2022","Labridae",FALSE
"1047","Macropharyngodon meleagris",27.5,"Fontoura et al. 2022","Labridae",FALSE
"1048","Macropharyngodon negrosensis",25,"Fontoura et al. 2022","Labridae",FALSE
"1049","Novaculichthys macrolepidotus",70.5,"Fontoura et al. 2022","Labridae",FALSE
"1050","Novaculichthys taeniourus",55.1,"Fontoura et al. 2022","Labridae",FALSE
"1051","Oxycheilinus bimaculatus",50.5,"Fontoura et al. 2022","Labridae",FALSE
"1052","Oxycheilinus digramma",26.1,"Fontoura et al. 2022","Labridae",FALSE
"1053","Oxycheilinus unifasciatus",36.2,"Fontoura et al. 2022","Labridae",FALSE
"1054","Pseudocheilinus evanidus",42.5,"Fontoura et al. 2022","Labridae",FALSE
"1055","Pseudocheilinus hexataenia",35,"Fontoura et al. 2022","Labridae",FALSE
"1056","Pseudocheilinus octotaenia",41.6,"Fontoura et al. 2022","Labridae",FALSE
"1057","Pseudocheilinus tetrataenia",49.3,"Fontoura et al. 2022","Labridae",FALSE
"1058","Pseudojuloides cerasinus",42.4,"Fontoura et al. 2022","Labridae",FALSE
"1059","Pteragogus cryptus",20.6,"Fontoura et al. 2022","Labridae",FALSE
"1060","Pteragogus flagellifer",23,"Fontoura et al. 2022","Labridae",FALSE
"1061","Pteragogus guttatus",20.5,"Fontoura et al. 2022","Labridae",FALSE
"1062","Scarus coeruleus",24,"Fontoura et al. 2022","Labridae",FALSE
"1063","Scarus ghobban",29.7,"Fontoura et al. 2022","Labridae",TRUE
"1064","Scarus iseri",28.4,"Fontoura et al. 2022","Labridae",FALSE
"1065","Scarus rivulatus",37,"Fontoura et al. 2022","Labridae",FALSE
"1066","Scarus schlegeli",30.4,"Fontoura et al. 2022","Labridae",FALSE
"1067","Scarus taeniopterus",28.2,"Fontoura et al. 2022","Labridae",FALSE
"1068","Semicossyphus darwini",37,"Fontoura et al. 2022","Labridae",FALSE
"1069","Semicossyphus pulcher",37.4,"Fontoura et al. 2022","Labridae",TRUE
"1070","Sparisoma atomarium",18,"Fontoura et al. 2022","Labridae",FALSE
"1071","Sparisoma aurofrenatum",48.6,"Fontoura et al. 2022","Labridae",FALSE
"1072","Sparisoma viride",48.3,"Fontoura et al. 2022","Scaridae",FALSE
"1073","Stethojulis balteata",38.5,"Fontoura et al. 2022","Labridae",FALSE
"1074","Stethojulis bandanensis",30.7,"Fontoura et al. 2022","Labridae",FALSE
"1075","Stethojulis notialis",40.3,"Fontoura et al. 2022","Labridae",FALSE
"1076","Stethojulis strigiventer",23.4,"Fontoura et al. 2022","Labridae",FALSE
"1077","Thalassoma ballieui",84,"Fontoura et al. 2022","Labridae",FALSE
"1078","Thalassoma bifasciatum",48.2,"Fontoura et al. 2022","Labridae",FALSE
"1079","Thalassoma duperrey",89.2,"Fontoura et al. 2022","Labridae",FALSE
"1080","Thalassoma grammaticum",61.8,"Fontoura et al. 2022","Labridae",FALSE
"1081","Thalassoma hardwicke",54.5,"Fontoura et al. 2022","Labridae",FALSE
"1082","Thalassoma jansenii",63.3,"Fontoura et al. 2022","Labridae",FALSE
"1083","Thalassoma lucasanum",72.25,"Fontoura et al. 2022","Labridae",FALSE
"1084","Thalassoma lunare",50.12,"Fontoura et al. 2022","Labridae",FALSE
"1085","Thalassoma lutescens",78,"Fontoura et al. 2022","Labridae",FALSE
"1086","Thalassoma purpureum",57.7,"Fontoura et al. 2022","Labridae",FALSE
"1087","Thalassoma quinquevittatum",56.4,"Fontoura et al. 2022","Labridae",FALSE
"1088","Thalassoma robertsoni",58.6,"Fontoura et al. 2022","Labridae",FALSE
"1089","Thalassoma trilobatum",78.3,"Fontoura et al. 2022","Labridae",FALSE
"1090","Thalassoma virens",68.8,"Fontoura et al. 2022","Labridae",FALSE
"1091","Xyrichtys martinicensis",54.15,"Fontoura et al. 2022","Labridae",FALSE
"1092","Xyrichtys mundiceps",59.2,"Fontoura et al. 2022","Labridae",FALSE
"1093","Xyrichtys novacula",39,"Fontoura et al. 2022","Labridae",TRUE
"1094","Xyrichtys splendens",72.1,"Fontoura et al. 2022","Labridae",FALSE
"1095","Xyrichtys victori",73.7,"Fontoura et al. 2022","Labridae",FALSE
"1096","Xyrichtys wellingtoni",68,"Fontoura et al. 2022","Labridae",FALSE
"1097","Gnathodentex aureolineatus",40,"Fontoura et al. 2022","Lethrinidae",FALSE
"1098","Lethrinus atkinsoni",26.6,"Fontoura et al. 2022","Lethrinidae",FALSE
"1099","Lethrinus genivittatus",29.05,"Fontoura et al. 2022","Lethrinidae",FALSE
"1100","Lethrinus ornatus",26.6,"Fontoura et al. 2022","Lethrinidae",FALSE
"1101","Lethrinus variegatus",32,"Fontoura et al. 2022","Lethrinidae",FALSE
"1102","Hoplopagrus guentherii",21.5,"Fontoura et al. 2022","Lutjanidae",TRUE
"1103","Lutjanus analis",31,"Fontoura et al. 2022","Lutjanidae",TRUE
"1104","Lutjanus apodus",32,"Fontoura et al. 2022","Lutjanidae",FALSE
"1105","Lutjanus buccanella",26,"Fontoura et al. 2022","Lutjanidae",TRUE
"1106","Lutjanus carponotatus",35,"Fontoura et al. 2022","Lutjanidae",FALSE
"1107","Lutjanus decussatus",32.3,"Fontoura et al. 2022","Lutjanidae",FALSE
"1108","Lutjanus fulviflamma",23.26,"Fontoura et al. 2022","Lutjanidae",FALSE
"1109","Lutjanus fulvus",27.7,"Fontoura et al. 2022","Lutjanidae",FALSE
"1110","Lutjanus guttatus",24.15,"Fontoura et al. 2022","Lutjanidae",TRUE
"1111","Lutjanus kasmira",31,"Fontoura et al. 2022","Lutjanidae",TRUE
"1112","Lutjanus sebae",40,"Fontoura et al. 2022","Lutjanidae",FALSE
"1113","Lutjanus viridis",37.9,"Fontoura et al. 2022","Lutjanidae",FALSE
"1114","Lutjanus vitta",31.3,"Fontoura et al. 2022","Lutjanidae",FALSE
"1115","Pristipomoides filamentosus",45,"Fontoura et al. 2022","Lutjanidae",FALSE
"1116","Acreichthys tomentosus",23.9,"Fontoura et al. 2022","Monacanthidae",FALSE
"1117","Monacanthus chinensis",20,"Fontoura et al. 2022","Monacanthidae",FALSE
"1118","Monacanthus tuckeri",41.9,"Fontoura et al. 2022","Monacanthidae",FALSE
"1119","Paraluteres prionurus",28,"Fontoura et al. 2022","Monacanthidae",FALSE
"1120","Parupeneus barbarinoides",42.3,"Fontoura et al. 2022","Mullidae",FALSE
"1121","Parupeneus barberinus",38.6,"Fontoura et al. 2022","Mullidae",FALSE
"1122","Parupeneus indicus",33,"Fontoura et al. 2022","Mullidae",FALSE
"1123","Parupeneus multifasciatus",45,"Fontoura et al. 2022","Mullidae",FALSE
"1124","Parupeneus pleurostigma",50,"Fontoura et al. 2022","Mullidae",FALSE
"1125","Upeneus tragula",31.1,"Fontoura et al. 2022","Mullidae",FALSE
"1126","Scolopsis bilineata",25,"Fontoura et al. 2022","Nemipteridae",FALSE
"1127","Scolopsis taenioptera",19,"Fontoura et al. 2022","Nemipteridae",FALSE
"1128","Lactoria cornuta",58,"Fontoura et al. 2022","Ostraciidae",FALSE
"1129","Ostracion cubicus",44.3,"Fontoura et al. 2022","Ostraciidae",FALSE
"1130","Ostracion meleagris",61.5,"Fontoura et al. 2022","Ostraciidae",FALSE
"1131","Parapercis australis",41.6,"Fontoura et al. 2022","Pinguipedidae",FALSE
"1132","Apolemichthys trimaculatus",24.2,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1133","Centropyge acanthops",34,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1134","Centropyge argi",36.8,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1135","Centropyge bicolor",32,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1136","Centropyge bispinosa",32,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1137","Centropyge eibli",25.3,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1138","Centropyge ferrugata",38,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1139","Centropyge fisheri",38.33,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1140","Centropyge flavissima",30.3,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1141","Centropyge heraldi",32,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1142","Centropyge interruptus",31.5,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1143","Centropyge loricula",38,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1144","Centropyge multifasciata",26.2,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1145","Centropyge nox",31.5,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1146","Centropyge potteri",35.5,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1147","Centropyge tibicen",30,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1148","Centropyge venusta",25,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1149","Centropyge vroliki",29,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1150","Chaetodontoplus duboulayi",21.64,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1151","Chaetodontoplus melanosoma",22.2,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1152","Chaetodontoplus mesoleucus",19.9,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1153","Chaetodontoplus personifer",23.2,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1154","Chaetodontoplus septentrionalis",23,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1155","Genicanthus bellus",25,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1156","Genicanthus melanospilos",25,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1157","Holacanthus bermudensis",22.7,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1158","Holacanthus ciliaris",22.4,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1159","Holacanthus tricolor",29.7,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1160","Pomacanthus annularis",21,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1161","Pomacanthus arcuatus",19.9,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1162","Pomacanthus imperator",22,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1163","Pomacanthus navarchus",22.83,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1164","Pomacanthus paru",17.7,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1165","Pomacanthus semicirculatus",19.5,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1166","Pomacanthus sexstriatus",18,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1167","Pomacanthus xanthometopon",20.38,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1168","Pygoplites diacanthus",24.5,"Fontoura et al. 2022","Pomacanthidae",FALSE
"1169","Diplectrum formosum",17.2,"Fontoura et al. 2022","Serranidae",FALSE
"1170","Grammistes sexlineatus",42,"Fontoura et al. 2022","Serranidae",FALSE
"1171","Hypoplectrus puella",19.1,"Fontoura et al. 2022","Serranidae",FALSE
"1172","Pseudanthias pascalus",26,"Fontoura et al. 2022","Serranidae",FALSE
"1173","Pseudogramma polyacantha",32.3,"Fontoura et al. 2022","Serranidae",FALSE
"1174","Pseudogramma xanthum",30.5,"Fontoura et al. 2022","Serranidae",FALSE
"1175","Rypticus saponaceus",40,"Fontoura et al. 2022","Serranidae",FALSE
"1176","Serranus baldwini",23.6,"Fontoura et al. 2022","Serranidae",FALSE
"1177","Serranus tigrinus",18.2,"Fontoura et al. 2022","Serranidae",FALSE
"1178","Siganus doliatus",23.9,"Fontoura et al. 2022","Siganidae",FALSE
"1179","Siganus lineatus",33,"Fontoura et al. 2022","Siganidae",FALSE
"1180","Siganus rivulatus",39,"Fontoura et al. 2022","Siganidae",FALSE
"1181","Siganus spinus",22,"Fontoura et al. 2022","Siganidae",FALSE
"1182","Siganus vermiculatus",23,"Fontoura et al. 2022","Siganidae",FALSE
"1183","Siganus vulpinus",23.5,"Fontoura et al. 2022","Siganidae",FALSE
"1184","Acanthopagrus latus",33.7,"Fontoura et al. 2022","Sparidae",TRUE
"1185","Archosargus rhomboidalis",21,"Fontoura et al. 2022","Sparidae",FALSE
"1186","Boops boops",16.7,"Fontoura et al. 2022","Sparidae",TRUE
"1187","Diplodus puntazzo",32.7,"Fontoura et al. 2022","Sparidae",FALSE
"1188","Oblada melanura",16,"Fontoura et al. 2022","Sparidae",TRUE
"1189","Pagrus pagrus",38,"Fontoura et al. 2022","Sparidae",TRUE
"1190","Sarpa salpa",31.5,"Fontoura et al. 2022","Sparidae",TRUE
"1191","Spondyliosoma cantharus",35.85,"Fontoura et al. 2022","Sparidae",TRUE
"1192","Synodus saurus",19,"Fontoura et al. 2022","Synodontidae",FALSE
"1193","Synodus variegatus",42,"Fontoura et al. 2022","Synodontidae",FALSE
"1194","Arothron hispidus",40.8,"Fontoura et al. 2022","Tetraodontidae",FALSE
"1195","Canthigaster valentini",18,"Fontoura et al. 2022","Tetraodontidae",FALSE
"1196","Zanclus cornutus",57.9,"Fontoura et al. 2022","Zanclidae",FALSE
